path_id,path_name,gene_name,description
hsa04070,Phosphatidylinositol signaling system,PLCG2,phospholipase C gamma 2 [KO:K05859] [EC:3.1.4.11]
hsa04070,Phosphatidylinositol signaling system,PLCZ1,phospholipase C zeta 1 [KO:K05861] [EC:3.1.4.11]
hsa04070,Phosphatidylinositol signaling system,IPMK,inositol polyphosphate multikinase [KO:K00915] [EC:2.7.1.140 2.7.1.151]
hsa04070,Phosphatidylinositol signaling system,ITPKA,inositol-trisphosphate 3-kinase A [KO:K00911] [EC:2.7.1.127]
hsa04070,Phosphatidylinositol signaling system,ITPKB,inositol-trisphosphate 3-kinase B [KO:K00911] [EC:2.7.1.127]
hsa04070,Phosphatidylinositol signaling system,ITPKC,inositol-trisphosphate 3-kinase C [KO:K00911] [EC:2.7.1.127]
hsa04070,Phosphatidylinositol signaling system,INPP5A,inositol polyphosphate-5-phosphatase A [KO:K01106] [EC:3.1.3.56]
hsa04070,Phosphatidylinositol signaling system,ITPK1,inositol-tetrakisphosphate 1-kinase [KO:K00913] [EC:2.7.1.159 2.7.1.134]
hsa04070,Phosphatidylinositol signaling system,IPPK,inositol-pentakisphosphate 2-kinase [KO:K10572] [EC:2.7.1.158]
hsa04070,Phosphatidylinositol signaling system,IP6K3,inositol hexakisphosphate kinase 3 [KO:K07756] [EC:2.7.4.21]
hsa04070,Phosphatidylinositol signaling system,IP6K2,inositol hexakisphosphate kinase 2 [KO:K07756] [EC:2.7.4.21]
hsa04070,Phosphatidylinositol signaling system,IP6K1,inositol hexakisphosphate kinase 1 [KO:K07756] [EC:2.7.4.21]
hsa04070,Phosphatidylinositol signaling system,PPIP5K2,diphosphoinositol pentakisphosphate kinase 2 [KO:K13024] [EC:2.7.4.24]
hsa04070,Phosphatidylinositol signaling system,PPIP5K1,diphosphoinositol pentakisphosphate kinase 1 [KO:K13024] [EC:2.7.4.24]
hsa04070,Phosphatidylinositol signaling system,INPP1,inositol polyphosphate-1-phosphatase [KO:K01107] [EC:3.1.3.57]
hsa04070,Phosphatidylinositol signaling system,IMPA1,inositol monophosphatase 1 [KO:K01092] [EC:3.1.3.25]
hsa04070,Phosphatidylinositol signaling system,IMPA2,inositol monophosphatase 2 [KO:K01092] [EC:3.1.3.25]
hsa04070,Phosphatidylinositol signaling system,BPNT2,"3'(2'), 5'-bisphosphate nucleotidase 2 [KO:K15759] [EC:3.1.3.7]"
hsa04070,Phosphatidylinositol signaling system,DGKK,diacylglycerol kinase kappa [KO:K00901] [EC:2.7.1.107]
hsa04070,Phosphatidylinositol signaling system,DGKA,diacylglycerol kinase alpha [KO:K00901] [EC:2.7.1.107]
hsa04070,Phosphatidylinositol signaling system,DGKB,diacylglycerol kinase beta [KO:K00901] [EC:2.7.1.107]
hsa04070,Phosphatidylinositol signaling system,DGKG,diacylglycerol kinase gamma [KO:K00901] [EC:2.7.1.107]
hsa04070,Phosphatidylinositol signaling system,DGKH,diacylglycerol kinase eta [KO:K00901] [EC:2.7.1.107]
hsa04070,Phosphatidylinositol signaling system,DGKQ,diacylglycerol kinase theta [KO:K00901] [EC:2.7.1.107]
hsa04070,Phosphatidylinositol signaling system,DGKZ,diacylglycerol kinase zeta [KO:K00901] [EC:2.7.1.107]
hsa04070,Phosphatidylinositol signaling system,DGKE,diacylglycerol kinase epsilon [KO:K00901] [EC:2.7.1.107]
hsa04070,Phosphatidylinositol signaling system,DGKD,diacylglycerol kinase delta [KO:K00901] [EC:2.7.1.107]
hsa04070,Phosphatidylinositol signaling system,DGKI,diacylglycerol kinase iota [KO:K00901] [EC:2.7.1.107]
hsa04070,Phosphatidylinositol signaling system,CDS1,CDP-diacylglycerol synthase 1 [KO:K00981] [EC:2.7.7.41]
hsa04070,Phosphatidylinositol signaling system,CDS2,CDP-diacylglycerol synthase 2 [KO:K00981] [EC:2.7.7.41]
hsa04070,Phosphatidylinositol signaling system,CDIPT,CDP-diacylglycerol--inositol 3-phosphatidyltransferase [KO:K00999] [EC:2.7.8.11]
hsa04070,Phosphatidylinositol signaling system,ITPR1,"inositol 1,4,5-trisphosphate receptor type 1 [KO:K04958]"
hsa04070,Phosphatidylinositol signaling system,ITPR2,"inositol 1,4,5-trisphosphate receptor type 2 [KO:K04959]"
hsa04070,Phosphatidylinositol signaling system,ITPR3,"inositol 1,4,5-trisphosphate receptor type 3 [KO:K04960]"
hsa04070,Phosphatidylinositol signaling system,PRKCA,protein kinase C alpha [KO:K02677] [EC:2.7.11.13]
hsa04070,Phosphatidylinositol signaling system,PRKCB,protein kinase C beta [KO:K19662] [EC:2.7.11.13]
hsa04070,Phosphatidylinositol signaling system,PRKCG,protein kinase C gamma [KO:K19663] [EC:2.7.11.13]
hsa04070,Phosphatidylinositol signaling system,CALML6,calmodulin like 6 [KO:K02183]
hsa04070,Phosphatidylinositol signaling system,CALML5,calmodulin like 5 [KO:K02183]
hsa04070,Phosphatidylinositol signaling system,CALM1,calmodulin 1 [KO:K02183]
hsa04070,Phosphatidylinositol signaling system,CALM2,calmodulin 2 [KO:K02183]
hsa04070,Phosphatidylinositol signaling system,CALM3,calmodulin 3 [KO:K02183]
hsa04070,Phosphatidylinositol signaling system,CALML3,calmodulin like 3 [KO:K02183]
hsa04070,Phosphatidylinositol signaling system,CALML4,calmodulin like 4 [KO:K02183]
hsa04072,Phospholipase D signaling pathway,EGF,epidermal growth factor [KO:K04357]
hsa04072,Phospholipase D signaling pathway,PDGFA,platelet derived growth factor subunit A [KO:K04359]
hsa04072,Phospholipase D signaling pathway,PDGFB,platelet derived growth factor subunit B [KO:K17386]
hsa04072,Phospholipase D signaling pathway,PDGFC,platelet derived growth factor C [KO:K05450]
hsa04072,Phospholipase D signaling pathway,PDGFD,platelet derived growth factor D [KO:K05450]
hsa04072,Phospholipase D signaling pathway,KITLG,KIT ligand [KO:K05461]
hsa04072,Phospholipase D signaling pathway,INS,insulin [KO:K04526]
hsa04072,Phospholipase D signaling pathway,EGFR,epidermal growth factor receptor [KO:K04361] [EC:2.7.10.1]
hsa04072,Phospholipase D signaling pathway,PDGFRA,platelet derived growth factor receptor alpha [KO:K04363] [EC:2.7.10.1]
hsa04072,Phospholipase D signaling pathway,PDGFRB,platelet derived growth factor receptor beta [KO:K05089] [EC:2.7.10.1]
hsa04072,Phospholipase D signaling pathway,KIT,"KIT proto-oncogene, receptor tyrosine kinase [KO:K05091] [EC:2.7.10.1]"
hsa04072,Phospholipase D signaling pathway,INSR,insulin receptor [KO:K04527] [EC:2.7.10.1]
hsa04072,Phospholipase D signaling pathway,GRB2,growth factor receptor bound protein 2 [KO:K04364]
hsa04072,Phospholipase D signaling pathway,GAB1,GRB2 associated binding protein 1 [KO:K09593]
hsa04072,Phospholipase D signaling pathway,GAB2,GRB2 associated binding protein 2 [KO:K08091]
hsa04072,Phospholipase D signaling pathway,SHC1,SHC adaptor protein 1 [KO:K06279]
hsa04072,Phospholipase D signaling pathway,SHC2,SHC adaptor protein 2 [KO:K17447]
hsa04072,Phospholipase D signaling pathway,SHC3,SHC adaptor protein 3 [KO:K17448]
hsa04072,Phospholipase D signaling pathway,SHC4,SHC adaptor protein 4 [KO:K17449]
hsa04072,Phospholipase D signaling pathway,PTPN11,protein tyrosine phosphatase non-receptor type 11 [KO:K07293] [EC:3.1.3.48]
hsa04072,Phospholipase D signaling pathway,SOS1,SOS Ras/Rac guanine nucleotide exchange factor 1 [KO:K03099]
hsa04072,Phospholipase D signaling pathway,SOS2,SOS Ras/Rho guanine nucleotide exchange factor 2 [KO:K03099]
hsa04072,Phospholipase D signaling pathway,HRAS,"HRas proto-oncogene, GTPase [KO:K02833]"
hsa04072,Phospholipase D signaling pathway,KRAS,"KRAS proto-oncogene, GTPase [KO:K07827]"
hsa04072,Phospholipase D signaling pathway,NRAS,"NRAS proto-oncogene, GTPase [KO:K07828]"
hsa04072,Phospholipase D signaling pathway,MRAS,muscle RAS oncogene homolog [KO:K07831]
hsa04072,Phospholipase D signaling pathway,RRAS,RAS related [KO:K07829]
hsa04072,Phospholipase D signaling pathway,RRAS2,RAS related 2 [KO:K07830]
hsa04072,Phospholipase D signaling pathway,RALGDS,ral guanine nucleotide dissociation stimulator [KO:K08732]
hsa04072,Phospholipase D signaling pathway,RALA,RAS like proto-oncogene A [KO:K07834]
hsa04072,Phospholipase D signaling pathway,RALB,RAS like proto-oncogene B [KO:K07835]
hsa04072,Phospholipase D signaling pathway,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha [KO:K00922] [EC:2.7.1.153]"
hsa04072,Phospholipase D signaling pathway,PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta [KO:K00922] [EC:2.7.1.153]"
hsa04072,Phospholipase D signaling pathway,PIK3CD,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta [KO:K00922] [EC:2.7.1.153]"
hsa04072,Phospholipase D signaling pathway,P3R3URF-PIK3R3,P3R3URF-PIK3R3 readthrough [KO:K02649]
hsa04072,Phospholipase D signaling pathway,PIK3R1,phosphoinositide-3-kinase regulatory subunit 1 [KO:K02649]
hsa04072,Phospholipase D signaling pathway,PIK3R2,phosphoinositide-3-kinase regulatory subunit 2 [KO:K02649]
hsa04072,Phospholipase D signaling pathway,PIK3R3,phosphoinositide-3-kinase regulatory subunit 3 [KO:K02649]
hsa04072,Phospholipase D signaling pathway,AKT3,AKT serine/threonine kinase 3 [KO:K04456] [EC:2.7.11.1]
hsa04072,Phospholipase D signaling pathway,AKT1,AKT serine/threonine kinase 1 [KO:K04456] [EC:2.7.11.1]
hsa04072,Phospholipase D signaling pathway,AKT2,AKT serine/threonine kinase 2 [KO:K04456] [EC:2.7.11.1]
hsa04072,Phospholipase D signaling pathway,TSC1,TSC complex subunit 1 [KO:K07206]
hsa04072,Phospholipase D signaling pathway,TSC2,TSC complex subunit 2 [KO:K07207]
hsa04072,Phospholipase D signaling pathway,RHEB,"Ras homolog, mTORC1 binding [KO:K07208]"
hsa04072,Phospholipase D signaling pathway,MTOR,mechanistic target of rapamycin kinase [KO:K07203] [EC:2.7.11.1]
hsa04072,Phospholipase D signaling pathway,RHOA,ras homolog family member A [KO:K04513]
hsa04072,Phospholipase D signaling pathway,ARF1,ARF GTPase 1 [KO:K07937]
hsa04072,Phospholipase D signaling pathway,ARF6,ARF GTPase 6 [KO:K07941]
hsa04072,Phospholipase D signaling pathway,PLCG1,phospholipase C gamma 1 [KO:K01116] [EC:3.1.4.11]
hsa04072,Phospholipase D signaling pathway,PLCG2,phospholipase C gamma 2 [KO:K05859] [EC:3.1.4.11]
hsa04072,Phospholipase D signaling pathway,IGH,immunoglobulin heavy variable 4-38-2-like [KO:K06856]
hsa04072,Phospholipase D signaling pathway,FCER1A,Fc epsilon receptor Ia [KO:K08089]
hsa04072,Phospholipase D signaling pathway,MS4A2,membrane spanning 4-domains A2 [KO:K08090]
hsa04072,Phospholipase D signaling pathway,FCER1G,Fc epsilon receptor Ig [KO:K07983]
hsa04072,Phospholipase D signaling pathway,FYN,"FYN proto-oncogene, Src family tyrosine kinase [KO:K05703] [EC:2.7.10.2]"
hsa04072,Phospholipase D signaling pathway,SYK,spleen associated tyrosine kinase [KO:K05855] [EC:2.7.10.2]
hsa04072,Phospholipase D signaling pathway,PRKCA,protein kinase C alpha [KO:K02677] [EC:2.7.11.13]
hsa04072,Phospholipase D signaling pathway,PLD1,phospholipase D1 [KO:K01115] [EC:3.1.4.4]
hsa04072,Phospholipase D signaling pathway,PLD2,phospholipase D2 [KO:K01115] [EC:3.1.4.4]
hsa04072,Phospholipase D signaling pathway,PLA2G4B,phospholipase A2 group IVB [KO:K16342] [EC:3.1.1.4]
hsa04072,Phospholipase D signaling pathway,PLA2G4E,phospholipase A2 group IVE [KO:K16342] [EC:3.1.1.4]
hsa04072,Phospholipase D signaling pathway,PLA2G4F,phospholipase A2 group IVF [KO:K16342] [EC:3.1.1.4]
hsa04072,Phospholipase D signaling pathway,PLA2G4D,phospholipase A2 group IVD [KO:K16342] [EC:3.1.1.4]
hsa04072,Phospholipase D signaling pathway,PLA2G4A,phospholipase A2 group IVA [KO:K16342] [EC:3.1.1.4]
hsa04072,Phospholipase D signaling pathway,PLA2G4C,phospholipase A2 group IVC [KO:K16342] [EC:3.1.1.4]
hsa04072,Phospholipase D signaling pathway,JMJD7-PLA2G4B,JMJD7-PLA2G4B readthrough [KO:K16342] [EC:3.1.1.4]
hsa04072,Phospholipase D signaling pathway,AGPAT1,1-acylglycerol-3-phosphate O-acyltransferase 1 [KO:K13509] [EC:2.3.1.51]
hsa04072,Phospholipase D signaling pathway,AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2 [KO:K13509] [EC:2.3.1.51]
hsa04072,Phospholipase D signaling pathway,AGPAT3,1-acylglycerol-3-phosphate O-acyltransferase 3 [KO:K13523] [EC:2.3.1.51 2.3.1.-]
hsa04072,Phospholipase D signaling pathway,AGPAT4,1-acylglycerol-3-phosphate O-acyltransferase 4 [KO:K13523] [EC:2.3.1.51 2.3.1.-]
hsa04072,Phospholipase D signaling pathway,AGPAT5,1-acylglycerol-3-phosphate O-acyltransferase 5 [KO:K19007] [EC:2.3.1.51]
hsa04072,Phospholipase D signaling pathway,SPHK2,sphingosine kinase 2 [KO:K04718] [EC:2.7.1.91]
hsa04072,Phospholipase D signaling pathway,SPHK1,sphingosine kinase 1 [KO:K04718] [EC:2.7.1.91]
hsa04072,Phospholipase D signaling pathway,RAF1,"Raf-1 proto-oncogene, serine/threonine kinase [KO:K04366] [EC:2.7.11.1]"
hsa04072,Phospholipase D signaling pathway,MAP2K1,mitogen-activated protein kinase kinase 1 [KO:K04368] [EC:2.7.12.2]
hsa04072,Phospholipase D signaling pathway,MAP2K2,mitogen-activated protein kinase kinase 2 [KO:K04369] [EC:2.7.12.2]
hsa04072,Phospholipase D signaling pathway,MAPK1,mitogen-activated protein kinase 1 [KO:K04371] [EC:2.7.11.24]
hsa04072,Phospholipase D signaling pathway,MAPK3,mitogen-activated protein kinase 3 [KO:K04371] [EC:2.7.11.24]
hsa04072,Phospholipase D signaling pathway,PIP5K1C,phosphatidylinositol-4-phosphate 5-kinase type 1 gamma [KO:K00889] [EC:2.7.1.68]
hsa04072,Phospholipase D signaling pathway,PIP5K1A,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha [KO:K00889] [EC:2.7.1.68]
hsa04072,Phospholipase D signaling pathway,PIP5K1B,phosphatidylinositol-4-phosphate 5-kinase type 1 beta [KO:K00889] [EC:2.7.1.68]
hsa04072,Phospholipase D signaling pathway,DGKK,diacylglycerol kinase kappa [KO:K00901] [EC:2.7.1.107]
hsa04072,Phospholipase D signaling pathway,DGKA,diacylglycerol kinase alpha [KO:K00901] [EC:2.7.1.107]
hsa04072,Phospholipase D signaling pathway,DGKB,diacylglycerol kinase beta [KO:K00901] [EC:2.7.1.107]
hsa04072,Phospholipase D signaling pathway,DGKG,diacylglycerol kinase gamma [KO:K00901] [EC:2.7.1.107]
hsa04072,Phospholipase D signaling pathway,DGKH,diacylglycerol kinase eta [KO:K00901] [EC:2.7.1.107]
hsa04072,Phospholipase D signaling pathway,DGKQ,diacylglycerol kinase theta [KO:K00901] [EC:2.7.1.107]
hsa04072,Phospholipase D signaling pathway,DGKZ,diacylglycerol kinase zeta [KO:K00901] [EC:2.7.1.107]
hsa04072,Phospholipase D signaling pathway,DGKE,diacylglycerol kinase epsilon [KO:K00901] [EC:2.7.1.107]
hsa04072,Phospholipase D signaling pathway,DGKD,diacylglycerol kinase delta [KO:K00901] [EC:2.7.1.107]
hsa04072,Phospholipase D signaling pathway,DGKI,diacylglycerol kinase iota [KO:K00901] [EC:2.7.1.107]
hsa04072,Phospholipase D signaling pathway,PLPP1,phospholipid phosphatase 1 [KO:K01080] [EC:3.1.3.4]
hsa04072,Phospholipase D signaling pathway,PLPP2,phospholipid phosphatase 2 [KO:K01080] [EC:3.1.3.4]
hsa04072,Phospholipase D signaling pathway,PLPP3,phospholipid phosphatase 3 [KO:K01080] [EC:3.1.3.4]
hsa04072,Phospholipase D signaling pathway,F2,"coagulation factor II, thrombin [KO:K01313] [EC:3.4.21.5]"
hsa04072,Phospholipase D signaling pathway,AGT,angiotensinogen [KO:K09821]
hsa04072,Phospholipase D signaling pathway,AVP,arginine vasopressin [KO:K05242]
hsa04072,Phospholipase D signaling pathway,CXCL8,C-X-C motif chemokine ligand 8 [KO:K10030]
hsa04072,Phospholipase D signaling pathway,AGTR1,angiotensin II receptor type 1 [KO:K04166]
hsa04072,Phospholipase D signaling pathway,F2R,coagulation factor II thrombin receptor [KO:K03914]
hsa04072,Phospholipase D signaling pathway,GRM1,glutamate metabotropic receptor 1 [KO:K04603]
hsa04072,Phospholipase D signaling pathway,GRM2,glutamate metabotropic receptor 2 [KO:K04605]
hsa04072,Phospholipase D signaling pathway,GRM3,glutamate metabotropic receptor 3 [KO:K04606]
hsa04072,Phospholipase D signaling pathway,GRM4,glutamate metabotropic receptor 4 [KO:K04607]
hsa04072,Phospholipase D signaling pathway,GRM5,glutamate metabotropic receptor 5 [KO:K04604]
hsa04072,Phospholipase D signaling pathway,GRM6,glutamate metabotropic receptor 6 [KO:K04608]
hsa04072,Phospholipase D signaling pathway,GRM7,glutamate metabotropic receptor 7 [KO:K04609]
hsa04072,Phospholipase D signaling pathway,GRM8,glutamate metabotropic receptor 8 [KO:K04610]
hsa04072,Phospholipase D signaling pathway,AVPR1A,arginine vasopressin receptor 1A [KO:K04226]
hsa04072,Phospholipase D signaling pathway,AVPR1B,arginine vasopressin receptor 1B [KO:K04227]
hsa04072,Phospholipase D signaling pathway,AVPR2,arginine vasopressin receptor 2 [KO:K04228]
hsa04072,Phospholipase D signaling pathway,LPAR1,lysophosphatidic acid receptor 1 [KO:K04289]
hsa04072,Phospholipase D signaling pathway,LPAR2,lysophosphatidic acid receptor 2 [KO:K04291]
hsa04072,Phospholipase D signaling pathway,LPAR3,lysophosphatidic acid receptor 3 [KO:K04294]
hsa04072,Phospholipase D signaling pathway,LPAR4,lysophosphatidic acid receptor 4 [KO:K04275]
hsa04072,Phospholipase D signaling pathway,LPAR5,lysophosphatidic acid receptor 5 [KO:K08390]
hsa04072,Phospholipase D signaling pathway,LPAR6,lysophosphatidic acid receptor 6 [KO:K04273]
hsa04072,Phospholipase D signaling pathway,PTGFR,prostaglandin F receptor [KO:K04262]
hsa04072,Phospholipase D signaling pathway,CXCR1,C-X-C motif chemokine receptor 1 [KO:K04175]
hsa04072,Phospholipase D signaling pathway,CXCR2,C-X-C motif chemokine receptor 2 [KO:K05050]
hsa04072,Phospholipase D signaling pathway,PLCB1,phospholipase C beta 1 [KO:K05858] [EC:3.1.4.11]
hsa04072,Phospholipase D signaling pathway,PLCB2,phospholipase C beta 2 [KO:K05858] [EC:3.1.4.11]
hsa04072,Phospholipase D signaling pathway,PLCB3,phospholipase C beta 3 [KO:K05858] [EC:3.1.4.11]
hsa04072,Phospholipase D signaling pathway,PLCB4,phospholipase C beta 4 [KO:K05858] [EC:3.1.4.11]
hsa04072,Phospholipase D signaling pathway,GNA12,G protein subunit alpha 12 [KO:K04346]
hsa04072,Phospholipase D signaling pathway,PTK2B,protein tyrosine kinase 2 beta [KO:K05871] [EC:2.7.10.2]
hsa04072,Phospholipase D signaling pathway,GNA13,G protein subunit alpha 13 [KO:K04639]
hsa04072,Phospholipase D signaling pathway,PIK3CG,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma [KO:K21289] [EC:2.7.1.153]"
hsa04072,Phospholipase D signaling pathway,PIK3R6,phosphoinositide-3-kinase regulatory subunit 6 [KO:K21290]
hsa04072,Phospholipase D signaling pathway,PIK3R5,phosphoinositide-3-kinase regulatory subunit 5 [KO:K21290]
hsa04072,Phospholipase D signaling pathway,CYTH4,cytohesin 4 [KO:K18441]
hsa04072,Phospholipase D signaling pathway,CYTH3,cytohesin 3 [KO:K18441]
hsa04072,Phospholipase D signaling pathway,CYTH2,cytohesin 2 [KO:K18441]
hsa04072,Phospholipase D signaling pathway,CYTH1,cytohesin 1 [KO:K18441]
hsa04072,Phospholipase D signaling pathway,GNAS,GNAS complex locus [KO:K04632]
hsa04072,Phospholipase D signaling pathway,ADCY1,adenylate cyclase 1 [KO:K08041] [EC:4.6.1.1]
hsa04072,Phospholipase D signaling pathway,ADCY2,adenylate cyclase 2 [KO:K08042] [EC:4.6.1.1]
hsa04072,Phospholipase D signaling pathway,ADCY3,adenylate cyclase 3 [KO:K08043] [EC:4.6.1.1]
hsa04072,Phospholipase D signaling pathway,ADCY4,adenylate cyclase 4 [KO:K08044] [EC:4.6.1.1]
hsa04072,Phospholipase D signaling pathway,ADCY5,adenylate cyclase 5 [KO:K08045] [EC:4.6.1.1]
hsa04072,Phospholipase D signaling pathway,ADCY6,adenylate cyclase 6 [KO:K08046] [EC:4.6.1.1]
hsa04072,Phospholipase D signaling pathway,ADCY7,adenylate cyclase 7 [KO:K08047] [EC:4.6.1.1]
hsa04072,Phospholipase D signaling pathway,ADCY8,adenylate cyclase 8 [KO:K08048] [EC:4.6.1.1]
hsa04072,Phospholipase D signaling pathway,ADCY9,adenylate cyclase 9 [KO:K08049] [EC:4.6.1.1]
hsa04072,Phospholipase D signaling pathway,RAPGEF3,Rap guanine nucleotide exchange factor 3 [KO:K08014]
hsa04072,Phospholipase D signaling pathway,RAPGEF4,Rap guanine nucleotide exchange factor 4 [KO:K04351]
hsa04072,Phospholipase D signaling pathway,DNM1,dynamin 1 [KO:K01528] [EC:3.6.5.5]
hsa04072,Phospholipase D signaling pathway,DNM3,dynamin 3 [KO:K01528] [EC:3.6.5.5]
hsa04072,Phospholipase D signaling pathway,DNM2,dynamin 2 [KO:K23484] [EC:3.6.5.5]
hsa04071,Sphingolipid signaling pathway,SPTLC1,serine palmitoyltransferase long chain base subunit 1 [KO:K00654] [EC:2.3.1.50]
hsa04071,Sphingolipid signaling pathway,SPTLC3,serine palmitoyltransferase long chain base subunit 3 [KO:K00654] [EC:2.3.1.50]
hsa04071,Sphingolipid signaling pathway,SPTLC2,serine palmitoyltransferase long chain base subunit 2 [KO:K00654] [EC:2.3.1.50]
hsa04071,Sphingolipid signaling pathway,SPTSSB,serine palmitoyltransferase small subunit B [KO:K26384]
hsa04071,Sphingolipid signaling pathway,SPTSSA,serine palmitoyltransferase small subunit A [KO:K26384]
